"","USER_ID","AgeGroup","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","Party"
"1022",1827,"18-24","Male","under $25,000","Single (no kids)","Current K-12","No","No","No","No","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Receiving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","No","Yes","Yay people!","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Own","Pessimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Democrat"
"1023",1828,"35-44","Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","No","No","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","No","End","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","Yes","No","Talk","Technology","No","No","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","Online","No","No","Yes","No","Yay people!","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Rent","Optimist","Dad","No","No","Yes","Yes","Nope","No","Yes","No","No","No","No","Yes","No","No","Yes","Democrat"
"1024",1829,"45-54","Female","$50,000 - $74,999","Single (no kids)","Master's Degree","Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","No","No","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","Yes","PC","No","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","Own","Optimist","Dad","Yes","Yes","Yes","No","Nope","Yes","Yes","Yes","Yes","Yes","No","Only-child","No","No","No","Democrat"
"1025",1830,"55-64","Male","$100,001 - $150,000","Single (no kids)","Associate's Degree","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","No","End","Yes","No","Me","Yes","Yes","No","Yes","No","TMI","Yes","No","Talk","Technology","No","Yes","Yes","Yes","No","Demanding","Yes","Mac","No","Cautious","No","Umm...","No","Space","No","Online","No","Yes","Yes","No","Grrr people","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Own","Pessimist","Dad","Yes","Yes","No","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Democrat"
"1026",1832,"45-54","Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","No","No","No","Yes","No","No","Public","No","No","No","Yes","No","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","No","No","Mysterious","No","No","Talk","Technology","Yes","No","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","No","No","Own","Optimist","Mom","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Republican"
"1027",1833,"25-34","Male","under $25,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","Yes","Public","No","Yes","Yes","Yes","Yes","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","No","End","No","No","Me","Yes","No","No","Yes","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Rent","Pessimist","Mom","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Republican"
"1028",1836,"25-34","Male","over $150,000","Domestic Partners (no kids)","Bachelor's Degree","No","Yes","No","No","Yes","Yes","Public","Yes","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Receiving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Right","No","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Circumstances","No","Yes","Yes","No","No","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Risk-friendly","No","Yes!","Yes","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","No","Own","Optimist","Dad","No","No","No","Yes","Check!","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Republican"
"1029",1837,"18-24","Male","under $25,000","Single (no kids)","Current K-12","No","Yes","No","No","Yes","Yes","Public","Yes","No","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Republican"
"1030",1838,"55-64","Male","$50,000 - $74,999","Single (no kids)","High School Diploma","No","No","No","No","No","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","No","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Own","Optimist","Dad","No","Yes","Yes","No","Check!","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Republican"
"1031",1839,"45-54","Male","over $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","Yes","Yes","No","Yes","No","No","Yes","Science","Try first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","No","End","Yes","No","Me","No","No","Yes","Yes","Yes","TMI","No","Yes","Talk","People","Yes","No","No","No","Yes","Demanding","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Republican"
"1032",1840,"18-24","Male","$25,001 - $50,000","Single (no kids)","High School Diploma","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","Yes","Pragmatist","Yes","No","Hot headed","Standard hours","No","Right","No","No","Yes","Yes","P.M.","Yes","Start","No","Yes","Me","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","No","Demanding","No","PC","No","Cautious","No","Umm...","Yes","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Own","Pessimist","Dad","Yes","No","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","No","No","Yes","Republican"
"1033",1843,"45-54","Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","No","Yes","No","No","Yes","Yes","Public","No","No","No","Yes","No","No","Yes","Art","Study first","Yes","Yes","Yes","No","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","No","No","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Democrat"
"1034",1845,"25-34","Female","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","No","No","No","Yes","No","TMI","No","Yes","Tunes","Technology","Yes","Yes","No","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Democrat"
"1035",1846,"18-24","Male","under $25,000","Single (no kids)","Current Undergraduate","No","No","No","No","Yes","Yes","Private","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","No","No","No","Receiving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Rent","Optimist","Dad","No","No","Yes","Yes","Nope","No","No","No","No","No","No","Yes","Yes","No","Yes","Democrat"
"1036",1847,"Over65","Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","No","No","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","Yes","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","Yes","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Own","Optimist","Mom","Yes","Yes","No","No","Check!","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Republican"
"1037",1849,"35-44","Male","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","Yes","No","Mysterious","Yes","No","Talk","People","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Republican"
"1038",1850,"18-24","Female","under $25,000","Single (no kids)","Current Undergraduate","Yes","Yes","No","No","No","Yes","Private","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","No","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","Yes","Umm...","No","Space","Yes","In-person","Yes","No","Yes","No","Grrr people","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Rent","Pessimist","Mom","Yes","Yes","Yes","No","Nope","Yes","No","No","No","No","No","Only-child","No","No","Yes","Republican"
"1039",1852,"Over65","Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","No","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","No","No","Yes","Yes","TMI","No","No","Tunes","Technology","Yes","Yes","Yes","No","No","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","No","No","Yes","Yay people!","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Own","Pessimist","Dad","Yes","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Republican"
"1040",1853,"25-34","Male","$100,001 - $150,000","Single (no kids)","Bachelor's Degree","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Democrat"
"1041",1855,"35-44","Male","$100,001 - $150,000","Married (w/kids)","High School Diploma","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","Yes","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","No","Start","No","Yes","Me","Yes","No","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","Own","Pessimist","Mom","Yes","No","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Republican"
"1042",1859,"25-34","Female","$50,000 - $74,999","Married (w/kids)","Associate's Degree","No","Yes","No","No","No","No","Public","Yes","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","No","TMI","No","No","Tunes","Technology","No","No","No","Yes","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Democrat"
"1043",1861,"35-44","Female","$25,001 - $50,000","Single (w/kids)","Current Undergraduate","No","Yes","No","No","No","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","Yes","No","No","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Yes!","Yes","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Republican"
"1044",1863,"35-44","Male","$50,000 - $74,999","Married (w/kids)","Master's Degree","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","Yes","Yes","Talk","People","Yes","No","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Republican"
"1045",1865,"45-54","Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","No","Yes","No","Mysterious","No","No","Talk","People","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Own","Optimist","Dad","Yes","No","No","Yes","Check!","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Democrat"
"1046",1866,"45-54","Male","$100,001 - $150,000","Single (w/kids)","Master's Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Talk","People","No","No","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","Yes","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","Yes","No","No","Yes","Check!","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Democrat"
